"","responseid","responseset","name","externaldatareference","emailaddress","ipaddress","status","startdate","enddate","finished","resp_id","cortex_id","proj_id","consent","gender","yearbirth","live","mar_status","arereligious","rel_aff","rel_afftext","religious_how","education","pol_interest","voted","tiredofpolitics","donotbelievepoliticans","nopartiesrepinterest","nochancetowin","unitedwouldwin","protestvote","electionsdontmatter","electionshonest","notime","notinterested","votinghard","why_novoted_____e","why_novoted_____etext","who_voted","who_votedtext","nationality","nationalitytext","proud_nationality","proud_citizen","russia_civ","us_attitudes","anger_ur","anger_putin","anger_russia","media_use","channel1","Russia1","NTV","Russia24","RenTV","Channel5","TVC","STAR","Culture","Moscow24","localTV","RBCTV","OTR","Euronews","Savior","Rain","BBC","RT","LifeNews","CurrentTime","RTVI","otherfederalTV","otherforeignTV","dontwatch","yandex","mailru","lenta","rbc","sportsru","meduza","liferu","tvrainru","RTonline","gazetaru","newsru","utroru","radioliberty","echo","bbc","fontanka","foreignmedia","localmedia","federalchannels","nointernet","v95","v96","social_media_use","odnoklassniki","vkontakte","facebook","livejournal","twitter","nonesocialmedia","trust_media_foreign","trust_media_domestic","trust_media_internet","domestic_control","v109","v110","v111","v112","foreign_control","v114","v115","v116","v117","v118","domestic_treat1","v120","v121","v122","v123","v124","foreign_treat1","v126","v127","v128","v129","v130","domestic_treat2","v132","v133","v134","v135","v136","foreign_treat2","v138","v139","v140","v141","v142","credible_mech","interesting_mech","biased_mech","dvintro","country_corruption","putin_corruption","putin_economy","putin_approve","putin_thirdperson","know_alexei","vote_alexei","us_russia_relations","russia_democratic","v157","locationlatitude","locationlongitude","locationaccuracy","female","age","generation","young","city","married","orthodox","howreligious","polinterest","regimesupport","russian","usattitudes","anger_putin2","angryinsultputin","anger_russia2","angryinsultrussia","media_use2","media_use3","trust_media_foreign2","trustforeignmedia","trust_media_domestic2","trustdomesticmedia","trust_media_internet2","trustinternet","treatments","basictreat","treat3","treat2","domestic_treat","foreign_treat","domestic_treat_cb","foreign_treat_cb","criticism","balanced","biased","corrupt_country","x","disapproveputin","pc","pe","pa","y","putin","presumedputin4","vote_navalny","relations","_est_oppvote","higheducation","trustsource","start","end","time","_est_nonvote","_est_pvote","russia_civ2","mediachoice","voteputin","regimesupport_pure","polinterest4","democracy","trustscale","onlyforeignmedia","nonvoter","oppositionvoter","regimevoter","educ2","cem_strata","cem_matched","cem_weights","socialmediause","angryinsultur","angercriticism","tvuse","intuse","foreignmediause","fm_proportion","upset_criticism","mediatrust","foreignmedia_tv_count","foreignmedia_tv_prop","fm_prop2","_est_choice1","_est_choice2","_est_choice3","_est_choice4","_est_putin_choice","_est_nav_choice","_est_dem_choice","RD","outlier","pass"
"837","R_ODbpzyMpJDufgk1","Default Response Set","Anonymous",NA,NA,"94.140.141.182",0,"3/20/19 7:59","3/20/19 8:15",1,"C1888686531",1888686531,"S19007398",1,2,1983,"Big city",1,1,1,"","Two or three times a year",10,"Little interested","No",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Russians","","Very proud","Very proud","Russia is mainly part of European civilization","Very good","Do not agree at all","Somewhat disagree","I completely agree","A television",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Daily / Almost Daily",1,1,0,0,0,0,"To a large extent","To a large extent","Only in part",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,"Mostly trust","Somewhat interesting","Not biased",1,"About the same","Neither approve or disapprove","Disapprove","Neither approve or disapprove","Most",2,NA,"Ally",6,1,56.8576965332031,60.6109924316406,-1,"Female",36,"30-39","30+",1,1,1,"Two or three times a year","Not Interested in Politics","Non-Voter",1,"Favorable U.S.",0,"Somewhat disagree",1,"I completely agree","Television","Television/Radio","Trust","To a large extent","Trust","To a large extent","Don't trust","Only in part","Domestic Balanced","Treatments","Balanced","Balanced","Balanced",NA,"Balanced",NA,NA,"Domestic","Not biased","About the same",0.359356015920639,0.582712948322296,3,2,3,-0.359356015920639,0.417287051677704,"Most",NA,"Friendly",1,1,"Mostly trust",1868687940000,1868688900000,16,1,1,"European civilization","Both",0,"Non-Voter",2,0.600000023841858,0.5,0,1,0,0,1,135,0,0,7,"Do not agree at all",-0.186751052737236,1,1,0,0,0.394273221492767,"Media Optimist",0,0,0,1,1,1,1,1,0,1,3.85164451599121,0,1
"838","R_3CVHY2hXST3WK9r","Default Response Set","Anonymous",NA,NA,"94.19.202.145",0,"3/20/19 8:13","3/20/19 8:36",1,"C1888691431",1888691431,"S19007398",1,2,1968,"Big city",1,1,1,"","Two or three times a year",10,"Somewhat interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,"","Russians","","Somewhat proud","Very proud","Russia is a mixture of European and Asian (Eastern) civilization","Neutral","Somewhat disagree","Somewhat agree","Somewhat agree","A television",1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,"Daily / Almost Daily",1,1,1,1,1,0,"Only in part","To a large extent","To a large extent",NA,NA,NA,NA,NA,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly trust","Somewhat interesting","Not biased",1,"About the same","Neither approve or disapprove","Approve","Neither approve or disapprove","Most",1,"Maybe yes","Ally",5,1,59.8981018066406,30.2619018554688,-1,"Female",51,"50-59","30+",1,1,1,"Two or three times a year","Interested in Politics","Regime Voter",1,"Neutral U.S.",1,"Somewhat agree",1,"Somewhat agree","Television","Television/Radio","Don't trust","Only in part","Trust","To a large extent","Trust","To a large extent","Foreign Control","Control","Control",NA,NA,"Control",NA,NA,NA,NA,"Not biased","About the same",-0.278727293014526,0.417287081480026,3,4,3,0.278727293014526,0.582712948322296,"Most","Yes","Friendly",1,1,"Mostly trust",1868688780000,1868690160000,23,1,1,"Mixture","Domestic Media",1,"Regime Voter",3,0.5,0.333333343267441,0,0,0,1,1,245,1,0.194240196078431,7,"Somewhat disagree",0.165337741374969,7,4,0,0,0.547450125217438,"Domestic Media Truther",0,0,0,1,1,1,1,1,1,1,2.00707674026489,0,1
"839","R_3scDwywytNkXYMm","Default Response Set","Anonymous",NA,NA,"46.191.233.44",0,"3/20/19 8:36","3/20/19 8:43",1,"C1888707699",1888707699,"S19007398",1,2,1995,"Small town",1,2,NA,"","Never, almost never",5,"Not interested at all","No",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Russians","","Somewhat proud","Somewhat proud","Russia is a separate civilization that is not part of European or Asian (Eastern) civilizations","Neutral","Somewhat agree","I completely agree","Somewhat agree","Internet",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Daily / Almost Daily",0,1,0,0,0,0,"To a large extent","To a large extent","To a large extent",1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly trust","Somewhat interesting","Not biased",1,"About the same","Neither approve or disapprove",NA,"Neither approve or disapprove","Most",2,"Probably not","Nothing",5,1,54.7888946533203,56.048095703125,-1,"Female",24,"18-29","18-29",0,1,0,"Never, almost never","Not Interested in Politics","Non-Voter",1,"Neutral U.S.",1,"I completely agree",1,"Somewhat agree","Internet","Internet","Trust","To a large extent","Trust","To a large extent","Trust","To a large extent","Domestic Control","Control","Control",NA,"Control",NA,NA,NA,NA,NA,"Not biased","About the same",NA,NA,3,NA,3,NA,NA,"Most","No","No Opinion",1,0,"Mostly trust",1868690160000,1868690580000,7,1,1,"Seperate","Both",0,"Non-Voter",1,0.5,0.5,0,1,0,0,0,3,1,1.55392156862745,7,"Somewhat agree",0.844274997711182,2,1,0,0,0.790705263614655,"Media Optimist",0,0,0,1,1,1,1,0,1,1,4.92231702804565,0,1
"840","R_2sdUDjC05Sy0NGH","Default Response Set","Anonymous",NA,NA,"85.140.7.115",0,"3/20/19 8:45","3/20/19 8:53",1,"C1888712337",1888712337,"S19007398",1,2,1995,"Small town",1,1,1,"","Two or three times a year",10,"Very interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,"","Russians","","Somewhat proud","Somewhat proud","Russia is mainly part of European civilization","Neutral","I completely agree","I completely agree","I completely agree","A television",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Daily / Almost Daily",1,1,0,0,0,0,"To a large extent","To a large extent","To a large extent",NA,NA,NA,NA,NA,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly trust","Very interesting","Not biased",1,"About the same","Fully approve","Neither approve or disapprove","Neither approve or disapprove","Many but not most",1,"Maybe yes","Nothing",7,1,54.7888946533203,56.048095703125,-1,"Female",24,"18-29","18-29",0,1,1,"Two or three times a year","Interested in Politics","Regime Voter",1,"Neutral U.S.",1,"I completely agree",1,"I completely agree","Television","Television/Radio","Trust","To a large extent","Trust","To a large extent","Trust","To a large extent","Foreign Control","Control","Control",NA,NA,"Control",NA,NA,NA,NA,"Not biased","About the same",-0.595005452632904,0.33529058098793,5,3,3,0.595005452632904,0.664709389209747,"Many, but not Most","Yes","No Opinion",1,1,"Mostly trust",1868690700000,1868691180000,8,1,1,"European civilization","Both",1,"Regime Voter",4,0.699999988079071,0.5,0,0,0,1,1,40,0,0,7,"I completely agree",1.5183492898941,4,2,0,0,1,"Media Optimist",0,0,0,1,1,1,1,1,1,1,3.66396236419678,0,1
"841","R_e2p63PyjTSXpJ9n","Default Response Set","Anonymous",NA,NA,"213.87.122.28",0,"3/20/19 8:31","3/20/19 8:54",1,"C1888704979",1888704979,"S19007398",1,2,1974,"Small town",1,1,4,"","Once a week",7,"Little interested","No",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Russians","","I'm not proud at all","I'm not proud at all","Russia is a separate civilization that is not part of European or Asian (Eastern) civilizations","Somewhat good","Somewhat disagree","Somewhat disagree","Somewhat disagree","A television",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Few times a week",0,1,0,0,0,0,"Only in part","Only in part","Only in part",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,"Mostly trust","Somewhat interesting","Not biased",1,"About the same","Approve","Neither approve or disapprove","Neither approve or disapprove","Minority",1,NA,"Ally",3,1,55.0410003662109,82.9428100585938,-1,"Female",45,"40-49","30+",0,1,0,"Once a week","Not Interested in Politics","Non-Voter",1,"Favorable U.S.",0,"Somewhat disagree",0,"Somewhat disagree","Television","Television/Radio","Don't trust","Only in part","Don't trust","Only in part","Don't trust","Only in part","Domestic Balanced","Treatments","Balanced","Balanced","Balanced",NA,"Balanced",NA,NA,"Domestic","Not biased","About the same",-0.277345538139343,0.417645305395126,4,3,3,0.277345538139343,0.582354724407196,"Minority",NA,"Friendly",1,1,"Mostly trust",1868689860000,1868691240000,23,1,1,"Seperate","None",0,"Non-Voter",2,0.300000011920929,0.5,0,1,0,0,0,143,0,0,6,"Somewhat disagree",-0.493222236633301,2,1,0,0,0.333333343267441,"Media Skeptic",0,0,0,1,1,1,1,1,0,1,5.83458280563354,1,1
"842","R_1MXt1RW9RBwyBry","Default Response Set","Anonymous",NA,NA,"217.66.154.184",0,"3/20/19 9:28","3/20/19 9:36",1,"C1888738067",1888738067,"S19007398",1,1,1987,"Big city",1,1,1,"","Once a month",4,"Very interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,"","Russians","","Very proud","Somewhat proud","Russia is mainly part of European civilization","Neutral","Do not agree at all","Do not agree at all","Somewhat agree","Internet",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Daily / Almost Daily",0,1,0,0,0,0,"Only in part","Do not trust at all","Only in part",1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly trust","Somewhat interesting","Partially biased",1,"More","Do not approve at all","Do not approve at all","Do not approve at all","Minority",1,"Definitely not","Rival",5,1,59.8981018066406,30.2619018554688,-1,"Male",32,"30-39","30+",1,1,1,"Once a month","Interested in Politics","Opposition Voter",1,"Neutral U.S.",0,"Do not agree at all",1,"Somewhat agree","Internet","Internet","Don't trust","Only in part","Don't trust","Do not trust at all","Don't trust","Only in part","Domestic Control","Control","Control",NA,"Control",NA,NA,NA,NA,NA,"Biased","More",1.9689222574234,1,1,1,1,-1.9689222574234,0,"Minority","No","Unfriendly",1,0,"Mostly trust",1868693280000,1868693760000,8,1,1,"European civilization","None",0,"Opposition Voter",4,0.5,0.666666686534882,0,0,1,0,0,63,0,0,7,"Do not agree at all",-0.845310986042023,1,2,0,0,0.180156424641609,"Media Skeptic",0,0,0,1,1,1,1,1,1,1,3.99317693710327,0,1
"843","R_22VsNWp7nvCVtIY","Default Response Set","Anonymous",NA,NA,"85.89.127.166",0,"3/20/19 9:33","3/20/19 9:36",1,"C1888741214",1888741214,"S19007398",1,2,1997,"Big city",5,2,NA,"","Never, almost never",8,"Little interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,"","Russians","","Somewhat proud","Somewhat not proud","Russia is a mixture of European and Asian (Eastern) civilization","Neutral","Somewhat disagree","Somewhat disagree","Somewhat agree","Internet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Daily / Almost Daily",0,1,0,0,0,0,"Only in part","Do not trust at all","To a large extent",NA,NA,NA,NA,NA,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly trust","Somewhat interesting","Not biased",1,"About the same","Neither approve or disapprove","Neither approve or disapprove","Neither approve or disapprove","Most",1,"Definitely not","Ally",3,1,55.7527008056641,37.6172027587891,-1,"Female",22,"18-29","18-29",1,0,0,"Never, almost never","Not Interested in Politics","Opposition Voter",1,"Neutral U.S.",0,"Somewhat disagree",1,"Somewhat agree","Internet","Internet","Don't trust","Only in part","Don't trust","Do not trust at all","Trust","To a large extent","Foreign Control","Control","Control",NA,NA,"Control",NA,NA,NA,NA,"Not biased","About the same",0.0403143540024757,0.5,3,3,3,-0.0403143540024757,0.5,"Most","No","Friendly",1,1,"Mostly trust",1868693580000,1868693760000,3,0,0,"Mixture","None",0,"Opposition Voter",2,0.300000011920929,0.666666686534882,0,0,1,0,1,115,1,1.55392156862745,7,"Somewhat disagree",-0.166373744606972,0,1,0,0,0.423411548137665,"Media Skeptic",0,NA,0,1,1,1,1,1,1,1,2.57706260681152,0,0
"844","R_2CKtxjaxPo8sONs","Default Response Set","Anonymous",NA,NA,"88.200.136.223",0,"3/20/19 9:31","3/20/19 9:37",1,"C1888740162",1888740162,"S19007398",1,1,1985,"Big city",1,2,NA,"","Never, almost never",8,"Somewhat interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"","Russians","","Very proud","Somewhat proud","Russia is a separate civilization that is not part of European or Asian (Eastern) civilizations","Very bad","Do not agree at all","Do not agree at all","Somewhat agree","A television",1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Daily / Almost Daily",0,1,0,0,0,0,"Only in part","Only in part","Only in part",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly trust","Somewhat interesting","Not biased",1,"More","Disapprove","Disapprove","Neither approve or disapprove","Many but not most",1,NA,"Friend",5,1,53.1813049316406,50.1217956542969,-1,"Male",34,"30-39","30+",1,1,0,"Never, almost never","Interested in Politics","Opposition Voter",1,"Unfavorable U.S.",0,"Do not agree at all",1,"Somewhat agree","Television","Television/Radio","Don't trust","Only in part","Don't trust","Only in part","Don't trust","Only in part","Domestic One-Sided","Treatments","One-Sided","One-Sided","One-Sided",NA,"One-Sided",NA,"Domestic",NA,"Not biased","More",0.677015900611877,0.665067672729492,2,2,3,-0.677015900611877,0.33493235707283,"Many, but not Most",NA,"Friendly",1,1,"Mostly trust",1868693460000,1868693820000,6,1,1,"Seperate","None",0,"Opposition Voter",3,0.5,0.5,0,0,1,0,1,211,0,0,7,"Do not agree at all",-0.845310986042023,7,0,1,0.142857149243355,0.180156424641609,"Media Skeptic",1,0.142857149243355,0.142857149243355,1,1,1,1,1,0,1,4.25316095352173,0,1
"845","R_2aquQLIQcH9TrZG","Default Response Set","Anonymous",NA,NA,"95.107.50.80",0,"3/20/19 9:27","3/20/19 9:38",1,"C1888737562",1888737562,"S19007398",1,2,1974,"Big city",1,2,NA,"","Two or three times a year",8,"Somewhat interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,"","Russians","","Very proud","Very proud","Russia is a separate civilization that is not part of European or Asian (Eastern) civilizations","Somewhat bad","Somewhat agree","I completely agree","I completely agree","A television",0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Daily / Almost Daily",0,1,1,0,1,0,"Only in part","To a large extent","Only in part",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly trust","Somewhat interesting","Partially biased",1,"About the same","Approve","Neither approve or disapprove","Neither approve or disapprove","Overwhelming majority",1,"Probably not","Friend",5,1,52.8258056640625,36.2528076171875,-1,"Female",45,"40-49","30+",1,1,0,"Two or three times a year","Interested in Politics","Regime Voter",1,"Unfavorable U.S.",1,"I completely agree",1,"I completely agree","Television","Television/Radio","Don't trust","Only in part","Trust","To a large extent","Don't trust","Only in part","Foreign One-Sided","Treatments","One-Sided","One-Sided",NA,"One-Sided",NA,"One-Sided","Foreign",NA,"Biased","About the same",-0.277345538139343,0.417645305395126,4,3,3,0.277345538139343,0.582354724407196,"Overwhelming majority","No","Friendly",1,1,"Mostly trust",1868693220000,1868693880000,11,1,1,"Seperate","Domestic Media",1,"Regime Voter",3,0.5,0.333333343267441,0,0,0,1,1,225,0,0,7,"Somewhat agree",1.17112350463867,6,2,0,0,0.880783438682556,"Domestic Media Truther",0,0,0,1,1,1,1,1,1,1,2.85995173454285,0,1
"846","R_3lX4UGD0Kh6YoeU","Default Response Set","Anonymous",NA,NA,"92.255.176.217",0,"3/20/19 9:33","3/20/19 9:38",1,"C1888741033",1888741033,"S19007398",1,1,1979,"Big city",1,2,NA,"","Never, almost never",7,"Not interested at all","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3,"","Russians","","Very proud","Somewhat proud","Russia is mainly part of European civilization","Very good","Somewhat disagree","Somewhat disagree","Somewhat agree","Internet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Less than 1 time per month",0,1,0,0,0,0,"Only in part","Only in part","Only in part",NA,NA,NA,NA,NA,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly trust","Somewhat interesting","Not biased",1,"More","Neither approve or disapprove","Do not approve at all","Do not approve at all","Many but not most",1,"Maybe yes","Friend",3,1,54.997802734375,73.4001007080078,-1,"Male",40,"40-49","30+",1,1,0,"Never, almost never","Not Interested in Politics","Regime Voter",1,"Favorable U.S.",0,"Somewhat disagree",1,"Somewhat agree","Internet","Internet","Don't trust","Only in part","Don't trust","Only in part","Don't trust","Only in part","Foreign Control","Control","Control",NA,NA,"Control",NA,NA,NA,NA,"Not biased","More",1.33360254764557,0.835290610790253,3,1,1,-1.33360254764557,0.164709404110909,"Many, but not Most","Yes","Friendly",1,1,"Mostly trust",1868693580000,1868693880000,5,1,1,"European civilization","None",0,"Opposition Voter",1,0.300000011920929,0.5,0,0,0,1,0,20,0,0,2,"Somewhat disagree",-0.166373744606972,0,1,0,0,0.423411548137665,"Media Skeptic",0,NA,0,1,1,1,1,1,1,1,12.4619750976562,1,1
"847","R_2QfcSfn9kjua8D5","Default Response Set","Anonymous",NA,NA,"5.44.168.213",0,"3/20/19 9:35","3/20/19 9:39",1,"C1888742234",1888742234,"S19007398",1,2,1978,"Big city",5,1,1,"","Once a week",8,"Very interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",7,"","Russians","","Somewhat proud","Very proud","Russia is mainly part of European civilization","Very good","Somewhat agree","I completely agree","Somewhat agree","A television",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,NA,NA,"Few times a week",1,0,0,0,0,0,"To a large extent","Fully","Only in part",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly trust","Very interesting","Partially biased",1,"More","Approve","Approve","Fully approve","Overwhelming majority",1,"Maybe yes","Enemy",7,1,55.0410003662109,82.9428100585938,-1,"Female",41,"40-49","30+",1,0,1,"Once a week","Interested in Politics","Opposition Voter",1,"Favorable U.S.",1,"I completely agree",1,"Somewhat agree","Television","Television/Radio","Trust","To a large extent","Trust","Fully","Don't trust","Only in part","Foreign One-Sided","Treatments","One-Sided","One-Sided",NA,"One-Sided",NA,"One-Sided","Foreign",NA,"Biased","More",-1.25159204006195,0.165067657828331,4,4,5,1.25159204006195,0.834932327270508,"Overwhelming majority","Yes","Unfriendly",1,1,"Mostly trust",1868693700000,1868693940000,4,1,1,"European civilization","Both",0,"Opposition Voter",4,0.699999988079071,0.333333343267441,0,0,1,0,1,84,1,1.55392156862745,6,"Somewhat agree",0.844274997711182,5,5,1,0.100000001490116,0.790705263614655,"Media Optimist",0,0,0.100000001490116,1,1,1,1,1,1,1,4.08204889297485,0,0
"848","R_3iCsv3Ai3Ym4xyw","Default Response Set","Anonymous",NA,NA,"31.192.130.158",0,"3/20/19 9:37","3/20/19 9:39",1,"C1888744071",1888744071,"S19007398",1,2,1984,"Small town",2,2,NA,"","Once a year",2,"Not interested at all","Not eligable",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Peoples of Siberia and the Far East (Altai, Buryats, Khakas, etc.)","","Somewhat proud","I'm not proud at all","Russia is a separate civilization that is not part of European or Asian (Eastern) civilizations","Somewhat bad","Somewhat disagree","Somewhat agree","I completely agree","Radio",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,"About once a month",0,0,0,0,1,0,"To a large extent","Only in part",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,"Don't trust at all","Very interesting","Partially biased",1,"More","Approve","Approve","Disapprove","Many but not most",2,"Maybe yes","Rival",3,1,54.7064971923828,20.5110015869141,-1,"Female",35,"30-39","30+",0,0,0,"Once a year","Not Interested in Politics","Non-Voter",0,"Unfavorable U.S.",1,"Somewhat agree",1,"I completely agree",NA,"Television/Radio","Trust","To a large extent","Don't trust","Only in part",NA,NA,"Domestic Balanced","Treatments","Balanced","Balanced","Balanced",NA,"Balanced",NA,NA,"Domestic","Biased","More",-0.268784761428833,0.41986471414566,4,4,2,0.268784761428833,0.58013528585434,"Many, but not Most","Yes","Unfriendly",0,0,"Don't trust at all",1868693820000,1868693940000,2,0,0,"Seperate","Foreign Media",0,"Non-Voter",1,0.300000011920929,0.666666686534882,1,1,0,0,0,13,1,1,3,"Somewhat disagree",0.492186218500137,1,1,1,0.5,0.637528359889984,"Foreign Media Truther",0,0,0.5,1,1,1,1,1,1,1,17.0261898040771,1,0
"849","R_27NAdRJLCZD4y8v","Default Response Set","Anonymous",NA,NA,"94.253.118.170",0,"3/20/19 9:34","3/20/19 9:40",1,"C1888742171",1888742171,"S19007398",1,2,1992,"Small town",NA,1,1,"","Less than once a year",10,"Somewhat interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,"","Russians","","Somewhat proud","Somewhat proud","Russia is mainly part of European civilization","Somewhat good","Somewhat disagree","Somewhat disagree","Somewhat agree","A television",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Daily / Almost Daily",1,1,0,0,0,0,"To a large extent","To a large extent","Only in part",NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly trust","Somewhat interesting","Not biased",1,"More","Neither approve or disapprove","Neither approve or disapprove","Neither approve or disapprove","Minority",1,"Maybe yes","Ally",7,1,55.7846984863281,38.6506042480469,-1,"Female",27,"18-29","18-29",0,0,1,"Less than once a year","Interested in Politics","Regime Voter",1,"Favorable U.S.",0,"Somewhat disagree",1,"Somewhat agree","Television","Television/Radio","Trust","To a large extent","Trust","To a large extent","Don't trust","Only in part","Foreign Control","Control","Control",NA,NA,"Control",NA,NA,NA,NA,"Not biased","More",0.0403143540024757,0.5,3,3,3,-0.0403143540024757,0.5,"Minority","Yes","Friendly",1,1,"Mostly trust",1868693640000,1.868694e+12,6,1,1,"European civilization","Both",1,"Regime Voter",3,0.699999988079071,0.5,0,0,0,1,1,176,1,0.62156862745098,7,"Somewhat disagree",-0.166373744606972,4,3,0,0,0.423411548137665,"Media Optimist",0,0,0,1,1,1,1,1,1,1,3.39156651496887,0,1
